dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1919-10-01,25.211,0.67,Alagoinhas,Brazil,12.05S,37.81W
1919-11-01,25.779,0.584,Alagoinhas,Brazil,12.05S,37.81W
1919-12-01,26.105,0.496,Alagoinhas,Brazil,12.05S,37.81W
1920-01-01,26.261,0.9079999999999999,Alagoinhas,Brazil,12.05S,37.81W
1920-02-01,26.451999999999998,1.723,Alagoinhas,Brazil,12.05S,37.81W
1920-03-01,26.229,0.539,Alagoinhas,Brazil,12.05S,37.81W
1920-04-01,25.468000000000004,0.855,Alagoinhas,Brazil,12.05S,37.81W
1920-05-01,24.778,0.539,Alagoinhas,Brazil,12.05S,37.81W
1920-06-01,23.726000000000006,0.5589999999999999,Alagoinhas,Brazil,12.05S,37.81W
1920-07-01,23.476999999999997,0.46799999999999997,Alagoinhas,Brazil,12.05S,37.81W
1920-08-01,23.271,0.6940000000000001,Alagoinhas,Brazil,12.05S,37.81W
1920-09-01,23.956999999999997,0.451,Alagoinhas,Brazil,12.05S,37.81W
1920-10-01,25.081,0.7090000000000001,Alagoinhas,Brazil,12.05S,37.81W
1920-11-01,25.959,0.502,Alagoinhas,Brazil,12.05S,37.81W
1920-12-01,26.114,1.1159999999999999,Alagoinhas,Brazil,12.05S,37.81W
1921-01-01,26.320999999999998,0.605,Alagoinhas,Brazil,12.05S,37.81W
1921-02-01,26.406,0.633,Alagoinhas,Brazil,12.05S,37.81W
1921-03-01,26.576,0.83,Alagoinhas,Brazil,12.05S,37.81W
1921-04-01,25.686,0.634,Alagoinhas,Brazil,12.05S,37.81W
1921-05-01,24.616,1.114,Alagoinhas,Brazil,12.05S,37.81W
1921-06-01,23.45,1.0490000000000002,Alagoinhas,Brazil,12.05S,37.81W
1921-07-01,22.625,1.1079999999999999,Alagoinhas,Brazil,12.05S,37.81W
1921-08-01,23.069000000000003,1.0170000000000001,Alagoinhas,Brazil,12.05S,37.81W
1921-09-01,24.009,0.484,Alagoinhas,Brazil,12.05S,37.81W
1921-10-01,25.054000000000002,0.66,Alagoinhas,Brazil,12.05S,37.81W
1921-11-01,25.643,0.616,Alagoinhas,Brazil,12.05S,37.81W
1921-12-01,25.87,0.505,Alagoinhas,Brazil,12.05S,37.81W
1922-01-01,26.353,0.79,Alagoinhas,Brazil,12.05S,37.81W
1922-02-01,26.309,1.1740000000000002,Alagoinhas,Brazil,12.05S,37.81W
1922-03-01,26.662,0.6729999999999999,Alagoinhas,Brazil,12.05S,37.81W
1922-04-01,25.916,1.165,Alagoinhas,Brazil,12.05S,37.81W
1922-05-01,25.031,0.8909999999999999,Alagoinhas,Brazil,12.05S,37.81W
1922-06-01,24.006999999999998,0.6970000000000001,Alagoinhas,Brazil,12.05S,37.81W
1922-07-01,22.92,1.555,Alagoinhas,Brazil,12.05S,37.81W
1922-08-01,23.355,0.652,Alagoinhas,Brazil,12.05S,37.81W
1922-09-01,24.155,0.446,Alagoinhas,Brazil,12.05S,37.81W
1922-10-01,25.281999999999996,1.07,Alagoinhas,Brazil,12.05S,37.81W
1922-11-01,25.58,0.568,Alagoinhas,Brazil,12.05S,37.81W
1922-12-01,25.937,0.535,Alagoinhas,Brazil,12.05S,37.81W
1923-01-01,26.449,0.46,Alagoinhas,Brazil,12.05S,37.81W
1923-02-01,26.076999999999998,1.09,Alagoinhas,Brazil,12.05S,37.81W
1923-03-01,26.427,0.8390000000000001,Alagoinhas,Brazil,12.05S,37.81W
1923-04-01,25.343000000000004,0.606,Alagoinhas,Brazil,12.05S,37.81W
1923-05-01,25.092,0.456,Alagoinhas,Brazil,12.05S,37.81W
1923-06-01,24.035999999999998,0.7020000000000001,Alagoinhas,Brazil,12.05S,37.81W
1923-07-01,22.736,0.8740000000000001,Alagoinhas,Brazil,12.05S,37.81W
1923-08-01,23.267,0.39,Alagoinhas,Brazil,12.05S,37.81W
1923-09-01,24.241999999999997,0.955,Alagoinhas,Brazil,12.05S,37.81W
1923-10-01,25.436,0.846,Alagoinhas,Brazil,12.05S,37.81W
1923-11-01,26.301,0.523,Alagoinhas,Brazil,12.05S,37.81W
1923-12-01,26.762,0.575,Alagoinhas,Brazil,12.05S,37.81W
1924-01-01,26.755,0.795,Alagoinhas,Brazil,12.05S,37.81W
1924-02-01,26.614,1.9680000000000002,Alagoinhas,Brazil,12.05S,37.81W
1924-03-01,26.574,0.871,Alagoinhas,Brazil,12.05S,37.81W
1924-04-01,26.146,0.519,Alagoinhas,Brazil,12.05S,37.81W
1924-05-01,25.171,0.57,Alagoinhas,Brazil,12.05S,37.81W
1924-06-01,23.76,0.619,Alagoinhas,Brazil,12.05S,37.81W
1924-07-01,22.706999999999997,1.237,Alagoinhas,Brazil,12.05S,37.81W
1924-08-01,22.805,1.044,Alagoinhas,Brazil,12.05S,37.81W
1924-09-01,24.156999999999996,0.4,Alagoinhas,Brazil,12.05S,37.81W
1924-10-01,24.575,0.275,Alagoinhas,Brazil,12.05S,37.81W
1924-11-01,25.712,0.405,Alagoinhas,Brazil,12.05S,37.81W
1924-12-01,25.788,0.759,Alagoinhas,Brazil,12.05S,37.81W
1925-01-01,25.820999999999998,0.451,Alagoinhas,Brazil,12.05S,37.81W
1925-02-01,25.699,0.44299999999999995,Alagoinhas,Brazil,12.05S,37.81W
1925-03-01,26.09,0.395,Alagoinhas,Brazil,12.05S,37.81W
1925-04-01,25.656999999999996,0.413,Alagoinhas,Brazil,12.05S,37.81W
1925-05-01,25.081,0.358,Alagoinhas,Brazil,12.05S,37.81W
1925-06-01,24.131999999999998,0.377,Alagoinhas,Brazil,12.05S,37.81W
1925-07-01,23.529,0.5660000000000001,Alagoinhas,Brazil,12.05S,37.81W
1925-08-01,23.641,0.41,Alagoinhas,Brazil,12.05S,37.81W
1925-09-01,24.403000000000002,0.682,Alagoinhas,Brazil,12.05S,37.81W
1925-10-01,25.129,0.892,Alagoinhas,Brazil,12.05S,37.81W
1925-11-01,25.855,0.6809999999999999,Alagoinhas,Brazil,12.05S,37.81W
1925-12-01,26.114,0.326,Alagoinhas,Brazil,12.05S,37.81W
1926-01-01,26.545,0.429,Alagoinhas,Brazil,12.05S,37.81W
1926-02-01,26.656999999999996,0.45,Alagoinhas,Brazil,12.05S,37.81W
1926-03-01,26.366,1.045,Alagoinhas,Brazil,12.05S,37.81W
1926-04-01,26.090999999999998,0.54,Alagoinhas,Brazil,12.05S,37.81W
1926-05-01,24.953000000000003,1.0170000000000001,Alagoinhas,Brazil,12.05S,37.81W
1926-06-01,24.281,1.063,Alagoinhas,Brazil,12.05S,37.81W
1926-07-01,23.178,0.5670000000000001,Alagoinhas,Brazil,12.05S,37.81W
1926-08-01,23.274,0.6970000000000001,Alagoinhas,Brazil,12.05S,37.81W
1926-09-01,24.419,0.32899999999999996,Alagoinhas,Brazil,12.05S,37.81W
1926-10-01,25.244,0.475,Alagoinhas,Brazil,12.05S,37.81W
1926-11-01,26.251,0.38799999999999996,Alagoinhas,Brazil,12.05S,37.81W
1926-12-01,26.244,0.728,Alagoinhas,Brazil,12.05S,37.81W
1927-01-01,26.62,0.624,Alagoinhas,Brazil,12.05S,37.81W
1927-02-01,26.425,0.764,Alagoinhas,Brazil,12.05S,37.81W
1927-03-01,26.576,1.024,Alagoinhas,Brazil,12.05S,37.81W
1927-04-01,25.86,0.45,Alagoinhas,Brazil,12.05S,37.81W
1927-05-01,25.274,0.941,Alagoinhas,Brazil,12.05S,37.81W
1927-06-01,24.021,0.304,Alagoinhas,Brazil,12.05S,37.81W
1927-07-01,23.237,1.051,Alagoinhas,Brazil,12.05S,37.81W
1927-08-01,23.938000000000002,0.843,Alagoinhas,Brazil,12.05S,37.81W
1927-09-01,24.653000000000002,0.37799999999999995,Alagoinhas,Brazil,12.05S,37.81W
1927-10-01,25.685,0.397,Alagoinhas,Brazil,12.05S,37.81W
1927-11-01,26.32,0.439,Alagoinhas,Brazil,12.05S,37.81W
1927-12-01,26.231,0.519,Alagoinhas,Brazil,12.05S,37.81W
1928-01-01,26.413,0.29,Alagoinhas,Brazil,12.05S,37.81W
1928-02-01,26.805999999999997,0.701,Alagoinhas,Brazil,12.05S,37.81W
1928-03-01,26.68,0.5820000000000001,Alagoinhas,Brazil,12.05S,37.81W
1928-04-01,26.232,0.501,Alagoinhas,Brazil,12.05S,37.81W
1928-05-01,25.205,0.523,Alagoinhas,Brazil,12.05S,37.81W
1928-06-01,24.429,0.645,Alagoinhas,Brazil,12.05S,37.81W
1928-07-01,23.471,0.478,Alagoinhas,Brazil,12.05S,37.81W
1928-08-01,23.682,0.38799999999999996,Alagoinhas,Brazil,12.05S,37.81W
1928-09-01,24.325,0.695,Alagoinhas,Brazil,12.05S,37.81W
1928-10-01,25.028000000000002,0.7140000000000001,Alagoinhas,Brazil,12.05S,37.81W
1928-11-01,26.018,0.34700000000000003,Alagoinhas,Brazil,12.05S,37.81W
1928-12-01,25.865,0.569,Alagoinhas,Brazil,12.05S,37.81W
1929-01-01,26.862,0.6990000000000001,Alagoinhas,Brazil,12.05S,37.81W
1929-02-01,26.631,0.711,Alagoinhas,Brazil,12.05S,37.81W
1929-03-01,26.941,0.797,Alagoinhas,Brazil,12.05S,37.81W
1929-04-01,25.665,0.40399999999999997,Alagoinhas,Brazil,12.05S,37.81W
1929-05-01,24.673,0.29,Alagoinhas,Brazil,12.05S,37.81W
1929-06-01,23.728,0.32299999999999995,Alagoinhas,Brazil,12.05S,37.81W
1929-07-01,23.160999999999998,0.39899999999999997,Alagoinhas,Brazil,12.05S,37.81W
1929-08-01,23.866999999999997,1.01,Alagoinhas,Brazil,12.05S,37.81W
1929-09-01,24.834,0.474,Alagoinhas,Brazil,12.05S,37.81W
1929-10-01,25.25,0.345,Alagoinhas,Brazil,12.05S,37.81W
1929-11-01,26.144000000000002,0.693,Alagoinhas,Brazil,12.05S,37.81W
1929-12-01,25.654,0.264,Alagoinhas,Brazil,12.05S,37.81W
1930-01-01,26.05,0.534,Alagoinhas,Brazil,12.05S,37.81W
1930-02-01,26.374,0.44799999999999995,Alagoinhas,Brazil,12.05S,37.81W
1930-03-01,26.535,0.588,Alagoinhas,Brazil,12.05S,37.81W
1930-04-01,25.311,0.499,Alagoinhas,Brazil,12.05S,37.81W
1930-05-01,24.976999999999997,0.596,Alagoinhas,Brazil,12.05S,37.81W
1930-06-01,24.068,0.648,Alagoinhas,Brazil,12.05S,37.81W
1930-07-01,23.415,0.659,Alagoinhas,Brazil,12.05S,37.81W
1930-08-01,23.871,0.644,Alagoinhas,Brazil,12.05S,37.81W
1930-09-01,24.436999999999998,0.631,Alagoinhas,Brazil,12.05S,37.81W
1930-10-01,25.251,0.823,Alagoinhas,Brazil,12.05S,37.81W
1930-11-01,26.021,0.594,Alagoinhas,Brazil,12.05S,37.81W
1930-12-01,26.111,0.363,Alagoinhas,Brazil,12.05S,37.81W
1931-01-01,26.726,1.1840000000000002,Alagoinhas,Brazil,12.05S,37.81W
1931-02-01,27.018,0.742,Alagoinhas,Brazil,12.05S,37.81W
1931-03-01,27.232,0.506,Alagoinhas,Brazil,12.05S,37.81W
1931-04-01,26.378,0.8059999999999999,Alagoinhas,Brazil,12.05S,37.81W
1931-05-01,25.433000000000003,0.9470000000000001,Alagoinhas,Brazil,12.05S,37.81W
1931-06-01,24.611,0.49700000000000005,Alagoinhas,Brazil,12.05S,37.81W
1931-07-01,23.634,0.445,Alagoinhas,Brazil,12.05S,37.81W
1931-08-01,23.296999999999997,0.75,Alagoinhas,Brazil,12.05S,37.81W
1931-09-01,24.273000000000003,0.253,Alagoinhas,Brazil,12.05S,37.81W
1931-10-01,25.202,0.384,Alagoinhas,Brazil,12.05S,37.81W
1931-11-01,25.656999999999996,0.226,Alagoinhas,Brazil,12.05S,37.81W
1931-12-01,26.383000000000003,0.602,Alagoinhas,Brazil,12.05S,37.81W
1932-01-01,25.991999999999997,1.073,Alagoinhas,Brazil,12.05S,37.81W
1932-02-01,26.595,0.732,Alagoinhas,Brazil,12.05S,37.81W
1932-03-01,26.281,0.799,Alagoinhas,Brazil,12.05S,37.81W
1932-04-01,26.399,1.092,Alagoinhas,Brazil,12.05S,37.81W
1932-05-01,25.373,0.9570000000000001,Alagoinhas,Brazil,12.05S,37.81W
1932-06-01,24.65,2.108,Alagoinhas,Brazil,12.05S,37.81W
1932-07-01,23.406,0.425,Alagoinhas,Brazil,12.05S,37.81W
1932-08-01,23.136999999999997,0.7290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1932-09-01,24.522,0.384,Alagoinhas,Brazil,12.05S,37.81W
1932-10-01,25.428,0.524,Alagoinhas,Brazil,12.05S,37.81W
1932-11-01,25.989,0.354,Alagoinhas,Brazil,12.05S,37.81W
1932-12-01,26.194000000000003,0.47100000000000003,Alagoinhas,Brazil,12.05S,37.81W
1933-01-01,26.549,0.726,Alagoinhas,Brazil,12.05S,37.81W
1933-02-01,26.555999999999997,0.324,Alagoinhas,Brazil,12.05S,37.81W
1933-03-01,26.725,0.77,Alagoinhas,Brazil,12.05S,37.81W
1933-04-01,25.708,0.47200000000000003,Alagoinhas,Brazil,12.05S,37.81W
1933-05-01,24.315,0.45,Alagoinhas,Brazil,12.05S,37.81W
1933-06-01,24.035999999999998,0.8190000000000001,Alagoinhas,Brazil,12.05S,37.81W
1933-07-01,23.244,0.523,Alagoinhas,Brazil,12.05S,37.81W
1933-08-01,23.54,0.591,Alagoinhas,Brazil,12.05S,37.81W
1933-09-01,24.586,0.312,Alagoinhas,Brazil,12.05S,37.81W
1933-10-01,25.496,0.379,Alagoinhas,Brazil,12.05S,37.81W
1933-11-01,25.485,0.48100000000000004,Alagoinhas,Brazil,12.05S,37.81W
1933-12-01,25.875,0.504,Alagoinhas,Brazil,12.05S,37.81W
1934-01-01,26.146,0.423,Alagoinhas,Brazil,12.05S,37.81W
1934-02-01,26.736,0.495,Alagoinhas,Brazil,12.05S,37.81W
1934-03-01,26.188000000000002,0.588,Alagoinhas,Brazil,12.05S,37.81W
1934-04-01,26.096,0.8390000000000001,Alagoinhas,Brazil,12.05S,37.81W
1934-05-01,25.033,0.335,Alagoinhas,Brazil,12.05S,37.81W
1934-06-01,23.76,0.79,Alagoinhas,Brazil,12.05S,37.81W
1934-07-01,22.677,0.41700000000000004,Alagoinhas,Brazil,12.05S,37.81W
1934-08-01,23.061,0.5489999999999999,Alagoinhas,Brazil,12.05S,37.81W
1934-09-01,24.555999999999997,0.547,Alagoinhas,Brazil,12.05S,37.81W
1934-10-01,25.057,0.927,Alagoinhas,Brazil,12.05S,37.81W
1934-11-01,25.822,1.411,Alagoinhas,Brazil,12.05S,37.81W
1934-12-01,26.514,1.3359999999999999,Alagoinhas,Brazil,12.05S,37.81W
1935-01-01,26.62,1.138,Alagoinhas,Brazil,12.05S,37.81W
1935-02-01,26.533,0.655,Alagoinhas,Brazil,12.05S,37.81W
1935-03-01,26.791,0.888,Alagoinhas,Brazil,12.05S,37.81W
1935-04-01,26.006,1.79,Alagoinhas,Brazil,12.05S,37.81W
1935-05-01,24.505,1.7919999999999998,Alagoinhas,Brazil,12.05S,37.81W
1935-06-01,24.24,0.9620000000000001,Alagoinhas,Brazil,12.05S,37.81W
1935-07-01,23.819000000000003,1.0290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1935-08-01,23.67,0.9590000000000001,Alagoinhas,Brazil,12.05S,37.81W
1935-09-01,24.476,0.475,Alagoinhas,Brazil,12.05S,37.81W
1935-10-01,26.011,0.624,Alagoinhas,Brazil,12.05S,37.81W
1935-11-01,26.169,0.6,Alagoinhas,Brazil,12.05S,37.81W
1935-12-01,26.298000000000002,0.47700000000000004,Alagoinhas,Brazil,12.05S,37.81W
1936-01-01,26.169,1.493,Alagoinhas,Brazil,12.05S,37.81W
1936-02-01,26.291999999999998,0.42200000000000004,Alagoinhas,Brazil,12.05S,37.81W
1936-03-01,26.403000000000002,0.586,Alagoinhas,Brazil,12.05S,37.81W
1936-04-01,26.046999999999997,1.245,Alagoinhas,Brazil,12.05S,37.81W
1936-05-01,25.105999999999998,1.389,Alagoinhas,Brazil,12.05S,37.81W
1936-06-01,24.021,0.5670000000000001,Alagoinhas,Brazil,12.05S,37.81W
1936-07-01,23.048,0.758,Alagoinhas,Brazil,12.05S,37.81W
1936-08-01,23.755,1.032,Alagoinhas,Brazil,12.05S,37.81W
1936-09-01,24.298000000000002,0.6970000000000001,Alagoinhas,Brazil,12.05S,37.81W
1936-10-01,25.289,0.698,Alagoinhas,Brazil,12.05S,37.81W
1936-11-01,26.062,0.479,Alagoinhas,Brazil,12.05S,37.81W
1936-12-01,25.915,0.62,Alagoinhas,Brazil,12.05S,37.81W
1937-01-01,26.65,0.5539999999999999,Alagoinhas,Brazil,12.05S,37.81W
1937-02-01,27.165000000000006,1.028,Alagoinhas,Brazil,12.05S,37.81W
1937-03-01,26.985,0.7879999999999999,Alagoinhas,Brazil,12.05S,37.81W
1937-04-01,26.035999999999998,0.602,Alagoinhas,Brazil,12.05S,37.81W
1937-05-01,24.872,0.562,Alagoinhas,Brazil,12.05S,37.81W
1937-06-01,24.255000000000006,1.09,Alagoinhas,Brazil,12.05S,37.81W
1937-07-01,23.595,0.6629999999999999,Alagoinhas,Brazil,12.05S,37.81W
1937-08-01,23.785,0.525,Alagoinhas,Brazil,12.05S,37.81W
1937-09-01,24.448,1.158,Alagoinhas,Brazil,12.05S,37.81W
1937-10-01,25.771,0.447,Alagoinhas,Brazil,12.05S,37.81W
1937-11-01,26.474,0.589,Alagoinhas,Brazil,12.05S,37.81W
1937-12-01,26.341,0.672,Alagoinhas,Brazil,12.05S,37.81W
1938-01-01,26.844,0.677,Alagoinhas,Brazil,12.05S,37.81W
1938-02-01,27.613000000000003,0.9109999999999999,Alagoinhas,Brazil,12.05S,37.81W
1938-03-01,26.76,0.522,Alagoinhas,Brazil,12.05S,37.81W
1938-04-01,26.299,0.877,Alagoinhas,Brazil,12.05S,37.81W
1938-05-01,25.355999999999998,1.128,Alagoinhas,Brazil,12.05S,37.81W
1938-06-01,23.980999999999998,0.42100000000000004,Alagoinhas,Brazil,12.05S,37.81W
1938-07-01,23.179,0.993,Alagoinhas,Brazil,12.05S,37.81W
1938-08-01,23.783,0.507,Alagoinhas,Brazil,12.05S,37.81W
1938-09-01,24.638,0.525,Alagoinhas,Brazil,12.05S,37.81W
1938-10-01,25.72,0.617,Alagoinhas,Brazil,12.05S,37.81W
1938-11-01,25.859,0.7809999999999999,Alagoinhas,Brazil,12.05S,37.81W
1938-12-01,26.338,1.167,Alagoinhas,Brazil,12.05S,37.81W
1939-01-01,26.447,0.441,Alagoinhas,Brazil,12.05S,37.81W
1939-02-01,26.346999999999998,0.905,Alagoinhas,Brazil,12.05S,37.81W
1939-03-01,26.794,0.647,Alagoinhas,Brazil,12.05S,37.81W
1939-04-01,26.269,0.43700000000000006,Alagoinhas,Brazil,12.05S,37.81W
1939-05-01,25.578000000000003,0.511,Alagoinhas,Brazil,12.05S,37.81W
1939-06-01,24.763,1.093,Alagoinhas,Brazil,12.05S,37.81W
1939-07-01,23.643,0.5,Alagoinhas,Brazil,12.05S,37.81W
1939-08-01,23.726999999999997,0.38299999999999995,Alagoinhas,Brazil,12.05S,37.81W
1939-09-01,24.606,0.919,Alagoinhas,Brazil,12.05S,37.81W
1939-10-01,24.883000000000003,0.43,Alagoinhas,Brazil,12.05S,37.81W
1939-11-01,26.403000000000002,0.563,Alagoinhas,Brazil,12.05S,37.81W
1939-12-01,26.688000000000002,0.723,Alagoinhas,Brazil,12.05S,37.81W
1940-01-01,26.485,0.545,Alagoinhas,Brazil,12.05S,37.81W
1940-02-01,27.07,0.825,Alagoinhas,Brazil,12.05S,37.81W
1940-03-01,26.275,0.821,Alagoinhas,Brazil,12.05S,37.81W
1940-04-01,26.098000000000003,0.5379999999999999,Alagoinhas,Brazil,12.05S,37.81W
1940-05-01,25.444000000000003,0.762,Alagoinhas,Brazil,12.05S,37.81W
1940-06-01,23.982,0.6890000000000001,Alagoinhas,Brazil,12.05S,37.81W
1940-07-01,23.505,0.593,Alagoinhas,Brazil,12.05S,37.81W
1940-08-01,23.871,0.507,Alagoinhas,Brazil,12.05S,37.81W
1940-09-01,24.281999999999996,0.5760000000000001,Alagoinhas,Brazil,12.05S,37.81W
1940-10-01,25.531999999999996,0.474,Alagoinhas,Brazil,12.05S,37.81W
1940-11-01,25.725,0.48700000000000004,Alagoinhas,Brazil,12.05S,37.81W
1940-12-01,26.592,1.3719999999999999,Alagoinhas,Brazil,12.05S,37.81W
1941-01-01,27.011,0.968,Alagoinhas,Brazil,12.05S,37.81W
1941-02-01,27.572000000000006,0.821,Alagoinhas,Brazil,12.05S,37.81W
1941-03-01,26.688000000000002,0.622,Alagoinhas,Brazil,12.05S,37.81W
1941-04-01,26.349,1.305,Alagoinhas,Brazil,12.05S,37.81W
1941-05-01,25.413,1.146,Alagoinhas,Brazil,12.05S,37.81W
1941-06-01,24.12,1.2429999999999999,Alagoinhas,Brazil,12.05S,37.81W
1941-07-01,23.766,0.47100000000000003,Alagoinhas,Brazil,12.05S,37.81W
1941-08-01,24.003,0.904,Alagoinhas,Brazil,12.05S,37.81W
1941-09-01,24.948,1.244,Alagoinhas,Brazil,12.05S,37.81W
1941-10-01,25.519000000000002,0.547,Alagoinhas,Brazil,12.05S,37.81W
1941-11-01,26.267,0.818,Alagoinhas,Brazil,12.05S,37.81W
1941-12-01,26.242,0.36,Alagoinhas,Brazil,12.05S,37.81W
1942-01-01,26.928,0.461,Alagoinhas,Brazil,12.05S,37.81W
1942-02-01,26.779000000000003,0.43,Alagoinhas,Brazil,12.05S,37.81W
1942-03-01,27.022,0.815,Alagoinhas,Brazil,12.05S,37.81W
1942-04-01,26.299,1.3969999999999998,Alagoinhas,Brazil,12.05S,37.81W
1942-05-01,25.750999999999998,0.703,Alagoinhas,Brazil,12.05S,37.81W
1942-06-01,24.735,0.695,Alagoinhas,Brazil,12.05S,37.81W
1942-07-01,23.344,0.496,Alagoinhas,Brazil,12.05S,37.81W
1942-08-01,22.989,0.589,Alagoinhas,Brazil,12.05S,37.81W
1942-09-01,24.808000000000003,0.451,Alagoinhas,Brazil,12.05S,37.81W
1942-10-01,25.316999999999997,0.38299999999999995,Alagoinhas,Brazil,12.05S,37.81W
1942-11-01,25.952,0.6409999999999999,Alagoinhas,Brazil,12.05S,37.81W
1942-12-01,25.746,0.358,Alagoinhas,Brazil,12.05S,37.81W
1943-01-01,26.394,0.604,Alagoinhas,Brazil,12.05S,37.81W
1943-02-01,26.498,0.385,Alagoinhas,Brazil,12.05S,37.81W
1943-03-01,26.511999999999997,1.281,Alagoinhas,Brazil,12.05S,37.81W
1943-04-01,25.476,0.674,Alagoinhas,Brazil,12.05S,37.81W
1943-05-01,24.372,2.2159999999999997,Alagoinhas,Brazil,12.05S,37.81W
1943-06-01,24.008000000000006,1.796,Alagoinhas,Brazil,12.05S,37.81W
1943-07-01,22.927,0.992,Alagoinhas,Brazil,12.05S,37.81W
1943-08-01,23.005,0.502,Alagoinhas,Brazil,12.05S,37.81W
1943-09-01,23.803,0.466,Alagoinhas,Brazil,12.05S,37.81W
1943-10-01,25.019000000000002,0.617,Alagoinhas,Brazil,12.05S,37.81W
1943-11-01,25.559,0.772,Alagoinhas,Brazil,12.05S,37.81W
1943-12-01,25.525,0.563,Alagoinhas,Brazil,12.05S,37.81W
1944-01-01,25.521,0.737,Alagoinhas,Brazil,12.05S,37.81W
1944-02-01,26.491000000000003,0.33899999999999997,Alagoinhas,Brazil,12.05S,37.81W
1944-03-01,27.05,0.319,Alagoinhas,Brazil,12.05S,37.81W
1944-04-01,25.623,0.43799999999999994,Alagoinhas,Brazil,12.05S,37.81W
1944-05-01,24.541,0.574,Alagoinhas,Brazil,12.05S,37.81W
1944-06-01,24.026999999999997,0.43799999999999994,Alagoinhas,Brazil,12.05S,37.81W
1944-07-01,23.045,0.524,Alagoinhas,Brazil,12.05S,37.81W
1944-08-01,22.87,0.853,Alagoinhas,Brazil,12.05S,37.81W
1944-09-01,23.893,0.513,Alagoinhas,Brazil,12.05S,37.81W
1944-10-01,25.111,1.0070000000000001,Alagoinhas,Brazil,12.05S,37.81W
1944-11-01,25.983,0.34,Alagoinhas,Brazil,12.05S,37.81W
1944-12-01,25.813000000000002,0.797,Alagoinhas,Brazil,12.05S,37.81W
1945-01-01,26.434,0.426,Alagoinhas,Brazil,12.05S,37.81W
1945-02-01,26.346999999999998,0.494,Alagoinhas,Brazil,12.05S,37.81W
1945-03-01,27.267,0.318,Alagoinhas,Brazil,12.05S,37.81W
1945-04-01,26.142,0.354,Alagoinhas,Brazil,12.05S,37.81W
1945-05-01,25.066,0.946,Alagoinhas,Brazil,12.05S,37.81W
1945-06-01,23.534,0.272,Alagoinhas,Brazil,12.05S,37.81W
1945-07-01,23.101999999999997,0.47100000000000003,Alagoinhas,Brazil,12.05S,37.81W
1945-08-01,23.410999999999998,0.511,Alagoinhas,Brazil,12.05S,37.81W
1945-09-01,23.822,0.5920000000000001,Alagoinhas,Brazil,12.05S,37.81W
1945-10-01,24.908,0.826,Alagoinhas,Brazil,12.05S,37.81W
1945-11-01,26.148000000000003,0.6809999999999999,Alagoinhas,Brazil,12.05S,37.81W
1945-12-01,26.066999999999997,0.516,Alagoinhas,Brazil,12.05S,37.81W
1946-01-01,26.44,0.564,Alagoinhas,Brazil,12.05S,37.81W
1946-02-01,26.998,0.425,Alagoinhas,Brazil,12.05S,37.81W
1946-03-01,27.041,0.348,Alagoinhas,Brazil,12.05S,37.81W
1946-04-01,25.98,0.848,Alagoinhas,Brazil,12.05S,37.81W
1946-05-01,25.465,0.6859999999999999,Alagoinhas,Brazil,12.05S,37.81W
1946-06-01,24.778,0.348,Alagoinhas,Brazil,12.05S,37.81W
1946-07-01,24.351,0.42,Alagoinhas,Brazil,12.05S,37.81W
1946-08-01,23.781999999999996,0.768,Alagoinhas,Brazil,12.05S,37.81W
1946-09-01,24.533,0.27,Alagoinhas,Brazil,12.05S,37.81W
1946-10-01,25.556,0.314,Alagoinhas,Brazil,12.05S,37.81W
1946-11-01,25.896,0.364,Alagoinhas,Brazil,12.05S,37.81W
1946-12-01,26.0,0.518,Alagoinhas,Brazil,12.05S,37.81W
1947-01-01,26.613000000000003,0.457,Alagoinhas,Brazil,12.05S,37.81W
1947-02-01,26.94,0.556,Alagoinhas,Brazil,12.05S,37.81W
1947-03-01,26.742,1.12,Alagoinhas,Brazil,12.05S,37.81W
1947-04-01,25.811,0.5720000000000001,Alagoinhas,Brazil,12.05S,37.81W
1947-05-01,25.284,0.242,Alagoinhas,Brazil,12.05S,37.81W
1947-06-01,24.191000000000006,0.344,Alagoinhas,Brazil,12.05S,37.81W
1947-07-01,23.789,0.44299999999999995,Alagoinhas,Brazil,12.05S,37.81W
1947-08-01,24.223000000000003,0.444,Alagoinhas,Brazil,12.05S,37.81W
1947-09-01,24.548000000000002,0.26899999999999996,Alagoinhas,Brazil,12.05S,37.81W
1947-10-01,25.353,0.8220000000000001,Alagoinhas,Brazil,12.05S,37.81W
1947-11-01,24.965,1.454,Alagoinhas,Brazil,12.05S,37.81W
1947-12-01,25.99,0.752,Alagoinhas,Brazil,12.05S,37.81W
1948-01-01,26.397,1.0859999999999999,Alagoinhas,Brazil,12.05S,37.81W
1948-02-01,27.009,0.469,Alagoinhas,Brazil,12.05S,37.81W
1948-03-01,26.733,0.54,Alagoinhas,Brazil,12.05S,37.81W
1948-04-01,26.061,0.888,Alagoinhas,Brazil,12.05S,37.81W
1948-05-01,25.115,0.345,Alagoinhas,Brazil,12.05S,37.81W
1948-06-01,24.246,0.391,Alagoinhas,Brazil,12.05S,37.81W
1948-07-01,23.803,0.7,Alagoinhas,Brazil,12.05S,37.81W
